"""<strong>ID
</strong>""","""<strong>經節
Verse</strong>""","""<strong>錄音
Audio</strong>""","""<strong>經卷
Book</strong>"""
1HNOvMbnmTYQeabTUwBzTfXY5nQn1Ltqj,以弗所书第4章1-6 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1HNOvMbnmTYQeabTUwBzTfXY5nQn1Ltqj/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",以弗所书 Ephesians
1FtKnEmeAl1scnAQ13m89ZIN92PSBebmE,以弗所书第3章1-13 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1FtKnEmeAl1scnAQ13m89ZIN92PSBebmE/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",以弗所书 Ephesians
1vkgnoct-XpSfBNxtsEZ37ox_rjTQBQ_O,以弗所书第2章1-10 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1vkgnoct-XpSfBNxtsEZ37ox_rjTQBQ_O/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",以弗所书 Ephesians
13ClGUXEQ6MZ-UauqsNuO0-C2tVwQYTFk,以弗所书第一章15-23 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/13ClGUXEQ6MZ-UauqsNuO0-C2tVwQYTFk/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",以弗所书 Ephesians
1-CTxEFPI1fU_LHdhJxKCicbb-agrGdPI,以弗所书第一章3-14 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1-CTxEFPI1fU_LHdhJxKCicbb-agrGdPI/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",以弗所书 Ephesians
1q6nLDFhVMLcxJ3k_A9mE8FANfGLZNioV,以弗所书第一章1-2 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1q6nLDFhVMLcxJ3k_A9mE8FANfGLZNioV/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",以弗所书 Ephesians
1pDb78qect7kByJGD6WzulOEdsmRJ18jJ,约书亚记第二十四章29-33 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1pDb78qect7kByJGD6WzulOEdsmRJ18jJ/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1ZaLSYW1raENErgfzUf-U-E-IhCQUBS9E,约书亚记第二十四章1-28 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1ZaLSYW1raENErgfzUf-U-E-IhCQUBS9E/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
15m0YSRlZ4IyUtThkJXRVI9siZTAkt9Rp,约书亚记第二十三章1-16 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/15m0YSRlZ4IyUtThkJXRVI9siZTAkt9Rp/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1r7h73qRs1ir726QS8zAdq41VbpgJwlLp,约书亚记第二十二章1-34 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1r7h73qRs1ir726QS8zAdq41VbpgJwlLp/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1tW3gh-xdS5TzmjqvcUvEsrWyO1pbJf-Z,约书亚记第二十一章1-45 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1tW3gh-xdS5TzmjqvcUvEsrWyO1pbJf-Z/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1dJlpQDF_BmNHkw30ZEw2XAPZCRw3dAl-,约书亚记第二十章1-9 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1dJlpQDF_BmNHkw30ZEw2XAPZCRw3dAl-/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1anEsL_V2cXFQDmUDzM3wIozeoxhifK0Z,约书亚记第十八章-十九章 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1anEsL_V2cXFQDmUDzM3wIozeoxhifK0Z/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1YuAlbJ9aBQoKShNgbkY5M4EgNTnw8uy6,约书亚记第十六章-十七章 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1YuAlbJ9aBQoKShNgbkY5M4EgNTnw8uy6/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1uykqZDVv496w-_il5Q1Qj9KmPnBOeiyW,约书亚记第十五章1-63 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1uykqZDVv496w-_il5Q1Qj9KmPnBOeiyW/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1dYMVQAelTF1W1APykLh_HssiPmxrUTbv,ECTC 2021年10月27日 约书亚记十二章 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1dYMVQAelTF1W1APykLh_HssiPmxrUTbv/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1-bpfTABp3Lfd-zVNuUViCAX0ariCTRj_,约书亚记第十四章1-15 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1-bpfTABp3Lfd-zVNuUViCAX0ariCTRj_/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1BMysgSpe8YozXHfYfRgsKlQinqRHkFxK,约书亚记第十三章1-33 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1BMysgSpe8YozXHfYfRgsKlQinqRHkFxK/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1BCiJpqLdecLvpwfXArhdGU6QFm_J1bka,约书亚记第十二章1-24 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1BCiJpqLdecLvpwfXArhdGU6QFm_J1bka/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1jSRjIoQ_aJxkTsk7rpcrXj_aXOTrms2a,约书亚记第十一章1-23 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1jSRjIoQ_aJxkTsk7rpcrXj_aXOTrms2a/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1dB9lHh4KRbSEL8iwrqo5nmWjcLGvor01,约书亚记第十章12-43 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1dB9lHh4KRbSEL8iwrqo5nmWjcLGvor01/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1nEtkY6rnFFG-DVaYXFzSFEhwiWLdzy_V,约书亚记第十章1-11 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1nEtkY6rnFFG-DVaYXFzSFEhwiWLdzy_V/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1k3r4eligVttO_ogjVRVHpLeQjP7Xio4J,约书亚记第九章1-26 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1k3r4eligVttO_ogjVRVHpLeQjP7Xio4J/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1GpqT_NpUQ5TjAA2Mfl5CFSgQBK7hYdmL,约书亚记第八章30-35 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1GpqT_NpUQ5TjAA2Mfl5CFSgQBK7hYdmL/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
19VSO87Mh7K0bwy3Ur_fS8UXLqSRKZJMJ,约书亚记第二章15-24 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/19VSO87Mh7K0bwy3Ur_fS8UXLqSRKZJMJ/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1lgyDPxm3Q0daXj5sbqkAfJo37exxgAG8,约书亚记第八章1-29 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1lgyDPxm3Q0daXj5sbqkAfJo37exxgAG8/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1hAs9grlyF0SkreoFPlFjOyKATNEO_yaV,约书亚记第一章10-18 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1hAs9grlyF0SkreoFPlFjOyKATNEO_yaV/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1-uh0FbXD50x-jkFWVFKE9EXcn8EwQuru,约书亚记第七章10-26 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1-uh0FbXD50x-jkFWVFKE9EXcn8EwQuru/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1JaqSSPINeEmjSnv_PvOLlUIRfoGbtHkV,约书亚记第七章1-9 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1JaqSSPINeEmjSnv_PvOLlUIRfoGbtHkV/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1KQF67bnM_ILunmWIsJOzZ50TXIdt1uyi,约书亚记第六章6-27 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1KQF67bnM_ILunmWIsJOzZ50TXIdt1uyi/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1TP-MrjT3Ytd_vQhjeBybMVPFj_XYBpoN,约书亚记第六章1-5 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1TP-MrjT3Ytd_vQhjeBybMVPFj_XYBpoN/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1GGEYmUaPPdE6-tdR1PoHCRhd60zbirTJ,约书亚记第五章13-15 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1GGEYmUaPPdE6-tdR1PoHCRhd60zbirTJ/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1LwvHxjDdfIc6Jat5sUB64Ei_Ft9aBOaE,约书亚记第五章1-12 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1LwvHxjDdfIc6Jat5sUB64Ei_Ft9aBOaE/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1oZHBTwaL6JAgSexvab-d9eYDouVgyQNG,约书亚记第四章1-24 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1oZHBTwaL6JAgSexvab-d9eYDouVgyQNG/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
13tcJ95H4KNH7aQOlCgPoOYtiGMfTSh2J,约书亚记第三章1-17 - 预查笔记.pdf,"<a href=""https://drive.google.com/file/d/13tcJ95H4KNH7aQOlCgPoOYtiGMfTSh2J/view?usp=drivesdk"">GoogleDrive</a>",约书亚记 Joshua
1qojDfZ2is0FGmdLkROcpiAi-izs4qHQE,约书亚记第二章1-14 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1qojDfZ2is0FGmdLkROcpiAi-izs4qHQE/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1A4X-UQPNI-Evc-_hTcESOK42FwTUcLTF,约书亚记第一章1-9 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1A4X-UQPNI-Evc-_hTcESOK42FwTUcLTF/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",约书亚记 Joshua
1AtprbE9JSklnAwCj5aMyc3xhLdQod10,7:1-6,"<a href=""https://drive.google.com/file/d/1AtprbE9JSklnAwCj5aMyc3xhLdQod10/view?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1HmilonxtrqGWxQN0iGyjsRieqi9QtpAglEFYSp86FWM,16:17-20,"<a href=""https://docs.google.com/document/d/1HmilonxtrqGWxQN0iGyjsRieqi9QtpAglEFYSp86FWM/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1KmjIFhuMy_YBRodQZ8R-G0VmuIh6cDZtgqcXJSPPqDY,16:1-16,"<a href=""https://docs.google.com/document/d/1KmjIFhuMy_YBRodQZ8R-G0VmuIh6cDZtgqcXJSPPqDY/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1HT3_hf7Bdg22DlnrPgSRY88Ifure7b7VfBCZpzm9Cq4,15:25-33,"<a href=""https://docs.google.com/document/d/1HT3_hf7Bdg22DlnrPgSRY88Ifure7b7VfBCZpzm9Cq4/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1A5kzad8ASO3-ibxpbCScI3xLtZITSuD-R2Zv9BQ9XzM,15:14-24,"<a href=""https://docs.google.com/document/d/1A5kzad8ASO3-ibxpbCScI3xLtZITSuD-R2Zv9BQ9XzM/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1DbSlosy0Buypr4S1QA3ANuxzXgdI06bq2tAE3PxDhh0,15:7-13,"<a href=""https://docs.google.com/document/d/1DbSlosy0Buypr4S1QA3ANuxzXgdI06bq2tAE3PxDhh0/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1_A4aPs_IEu-4GCX1h2TwQ6oqjvMHLThUND-liuK5IhI,罗,"<a href=""https://docs.google.com/document/d/1_A4aPs_IEu-4GCX1h2TwQ6oqjvMHLThUND-liuK5IhI/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1hfbZhNuGorzwHiD1pl1zT2I_txqXTL2090BV6C5bhCs,14:13-23,"<a href=""https://docs.google.com/document/d/1hfbZhNuGorzwHiD1pl1zT2I_txqXTL2090BV6C5bhCs/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1l3q4waJrg-cWeifVeDgaGaeuALU6Y8JQ1dsFw-1TAeg,14:6-12,"<a href=""https://docs.google.com/document/d/1l3q4waJrg-cWeifVeDgaGaeuALU6Y8JQ1dsFw-1TAeg/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
17_DcvisRqcOXewVzzbmOlS_EPsko9NrDa5D6v3Rab9c,罗马书 总结,"<a href=""https://docs.google.com/document/d/17_DcvisRqcOXewVzzbmOlS_EPsko9NrDa5D6v3Rab9c/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1d0d4bUzsHI5nnmu05eukwE5IQJdyQ-zQwXCeqvw9xzo,14:1-5,"<a href=""https://docs.google.com/document/d/1d0d4bUzsHI5nnmu05eukwE5IQJdyQ-zQwXCeqvw9xzo/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1F_7-4lvxcFq7lvvcVSqOaJPe6LVCm_ZVQQ0XDoQhgnM,13:8-14,"<a href=""https://docs.google.com/document/d/1F_7-4lvxcFq7lvvcVSqOaJPe6LVCm_ZVQQ0XDoQhgnM/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1gFyqurK80p--QQvv0mE45iRcBiFANl70jw4jnEB2skU,13:1-7,"<a href=""https://docs.google.com/document/d/1gFyqurK80p--QQvv0mE45iRcBiFANl70jw4jnEB2skU/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1qUZwojjgIB1D8hlDEic9k6l4o_oPi21MLiFB46NwskM,12:17-21,"<a href=""https://docs.google.com/document/d/1qUZwojjgIB1D8hlDEic9k6l4o_oPi21MLiFB46NwskM/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1_Mh28QyeTjmfcdncg_3CgN8aqJm4XbT72l-EiEum4AY,Review,"<a href=""https://docs.google.com/document/d/1_Mh28QyeTjmfcdncg_3CgN8aqJm4XbT72l-EiEum4AY/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1CcXFVhUznEF_iCUfV-0Y-Id9kWgBZTywMEZjPytx-jc,01:01-07,"<a href=""https://docs.google.com/document/d/1CcXFVhUznEF_iCUfV-0Y-Id9kWgBZTywMEZjPytx-jc/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1ymb8ldUCY_njh1JkkfEmnPmk2Uw1LVZYP1KW80tojV8,12:9-16,"<a href=""https://docs.google.com/document/d/1ymb8ldUCY_njh1JkkfEmnPmk2Uw1LVZYP1KW80tojV8/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1--ifTkpGk7fxkuiUM2I1_WaXWmf5HQuUHTQr_-MIzbs,12: 3-8,"<a href=""https://docs.google.com/document/d/1--ifTkpGk7fxkuiUM2I1_WaXWmf5HQuUHTQr_-MIzbs/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1Q8_PKgBwvoGLxQjNRC9x06g7bQJYAP6RLU3LXuii-tg,12:1-2,"<a href=""https://docs.google.com/document/d/1Q8_PKgBwvoGLxQjNRC9x06g7bQJYAP6RLU3LXuii-tg/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1qhJMHiwB_jzbsgUx-i-i2SipIK33jUZcfTpr0vGzhJk,11:25-36,"<a href=""https://docs.google.com/document/d/1qhJMHiwB_jzbsgUx-i-i2SipIK33jUZcfTpr0vGzhJk/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1r8xjNHg53SYOFi59KHGUrdZhXPv5iTXfgxuAlv36GGQ,11:11-24,"<a href=""https://docs.google.com/document/d/1r8xjNHg53SYOFi59KHGUrdZhXPv5iTXfgxuAlv36GGQ/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1TrF6rw3kp7sDUroVPvX53aelAiE2a6NpRsShlW_KUvE,11:1-10,"<a href=""https://docs.google.com/document/d/1TrF6rw3kp7sDUroVPvX53aelAiE2a6NpRsShlW_KUvE/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1HyLJa3FZ3E3fbiuOjTAJOHuez0DG7Zu_Cy5WcMeBZio,01:16-17 ,"<a href=""https://docs.google.com/document/d/1HyLJa3FZ3E3fbiuOjTAJOHuez0DG7Zu_Cy5WcMeBZio/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1s2ry9hamRXKN1SZmZYpX5se-qeTcuyiIoIyJoOzUeNA,01:08-15,"<a href=""https://docs.google.com/document/d/1s2ry9hamRXKN1SZmZYpX5se-qeTcuyiIoIyJoOzUeNA/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1Od5_U-hA-9jNmdoG2wInge2tUxxOlObNeIuJUZ7wPcQ,10:14-21,"<a href=""https://docs.google.com/document/d/1Od5_U-hA-9jNmdoG2wInge2tUxxOlObNeIuJUZ7wPcQ/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1Cy6k8iaobEjuKUZr2neuF3lziWqTbo_vZJXmkafqD1o,10:6-13,"<a href=""https://docs.google.com/document/d/1Cy6k8iaobEjuKUZr2neuF3lziWqTbo_vZJXmkafqD1o/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1FVPyc1xRtzekjdvYqQzv6rtdMs-D24LAwh_8sgH4NKg,10:1-5,"<a href=""https://docs.google.com/document/d/1FVPyc1xRtzekjdvYqQzv6rtdMs-D24LAwh_8sgH4NKg/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1zStXxJI6cmU76gIydpRZJ4P3GN78VNYchOzdBjPWiYg,9:30-33,"<a href=""https://docs.google.com/document/d/1zStXxJI6cmU76gIydpRZJ4P3GN78VNYchOzdBjPWiYg/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
19IHzBzS1QlmB6n823_YwmgTdaTSU90p7LoX6OJJvmbQ,9:1-13,"<a href=""https://docs.google.com/document/d/19IHzBzS1QlmB6n823_YwmgTdaTSU90p7LoX6OJJvmbQ/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1jkDdgLmfbtKbVNnpDSXodPARUW75JC2qFSC53j0b8mc,9:14-18,"<a href=""https://docs.google.com/document/d/1jkDdgLmfbtKbVNnpDSXodPARUW75JC2qFSC53j0b8mc/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1zZB3Fn8oKt5FAeBapPYa-uT--TfuAMpn8OYh9UVWaQA,9:19-29,"<a href=""https://docs.google.com/document/d/1zZB3Fn8oKt5FAeBapPYa-uT--TfuAMpn8OYh9UVWaQA/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1CTpvsS9qVHHjsgO7CNOAGYI-x83TyKSk1Z4GtvEcbsA,8:31-39,"<a href=""https://docs.google.com/document/d/1CTpvsS9qVHHjsgO7CNOAGYI-x83TyKSk1Z4GtvEcbsA/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
14_dCd8dupircHuDh97-n4HntpoUglITAXhfioRoLzEw,8:01-05,"<a href=""https://docs.google.com/document/d/14_dCd8dupircHuDh97-n4HntpoUglITAXhfioRoLzEw/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1FiV82o2Fmkhnx41015fYJ4g_4seJT3OR1H4U6XMPyLA,8:05-17,"<a href=""https://docs.google.com/document/d/1FiV82o2Fmkhnx41015fYJ4g_4seJT3OR1H4U6XMPyLA/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1teZhJ4EF17hRxuT7o9NNfm9qcZGg-fIxpuz-3rqPyII,7:7-13,"<a href=""https://docs.google.com/document/d/1teZhJ4EF17hRxuT7o9NNfm9qcZGg-fIxpuz-3rqPyII/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1HTAiy0wrGl9WotvJxSjvojfLDHDYI_yujFQY6BrIplM,6:12-23,"<a href=""https://docs.google.com/document/d/1HTAiy0wrGl9WotvJxSjvojfLDHDYI_yujFQY6BrIplM/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
16MreNCIP8LHRGrgI1jMFeYYloUS0NQHuy1QCbu3-OCk,6:1-11,"<a href=""https://docs.google.com/document/d/16MreNCIP8LHRGrgI1jMFeYYloUS0NQHuy1QCbu3-OCk/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1hBDrPAGX6EG2vLyk-napCMf0mwn4_MgjK4C6650vXxo,5:12-21,"<a href=""https://docs.google.com/document/d/1hBDrPAGX6EG2vLyk-napCMf0mwn4_MgjK4C6650vXxo/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1bGTugPD6iMLxTwqBHvodZSCqcHuRMRs0_OH4L2q-bG8,5:1-11,"<a href=""https://docs.google.com/document/d/1bGTugPD6iMLxTwqBHvodZSCqcHuRMRs0_OH4L2q-bG8/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1k2AtdcWewyXLxqY61JRu2bu9eXX_yGyPXRNWxF_mEAs,4:13-25,"<a href=""https://docs.google.com/document/d/1k2AtdcWewyXLxqY61JRu2bu9eXX_yGyPXRNWxF_mEAs/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1dOFABC5j4I7wY1E458I2nC9bvwEwubAxMLYk9a7s8Aw,4:01-12,"<a href=""https://docs.google.com/document/d/1dOFABC5j4I7wY1E458I2nC9bvwEwubAxMLYk9a7s8Aw/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1qCEOn9rw5AaGuPLkdl9X_YRysBegA-L6tUZUi6WvgIA,3:21-31,"<a href=""https://docs.google.com/document/d/1qCEOn9rw5AaGuPLkdl9X_YRysBegA-L6tUZUi6WvgIA/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1CWI4Rj4JJj_bf9u6Tk0kJjI9wMKzK7w94hLyekJ-Zg4,3:09-20,"<a href=""https://docs.google.com/document/d/1CWI4Rj4JJj_bf9u6Tk0kJjI9wMKzK7w94hLyekJ-Zg4/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
1P-zSx4fvwcB52GUjoeahAwkwx0ONJeAYwdH14ecYlMM,3:01-08,"<a href=""https://docs.google.com/document/d/1P-zSx4fvwcB52GUjoeahAwkwx0ONJeAYwdH14ecYlMM/edit?usp=drivesdk"">GoogleDrive</a>",罗马书 Romans
15Zm6UgS53yPtu2kM8eAyTwLY5oWqlcR8uiPeoZC4Egg,波阿斯的預備 4：1-10,"<a href=""https://docs.google.com/document/d/15Zm6UgS53yPtu2kM8eAyTwLY5oWqlcR8uiPeoZC4Egg/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
1IWMSRLd6jcbRZ8xxkp5F9tYPsuZOwhoYjw64-Dgwn0E,4:1-6,"<a href=""https://docs.google.com/document/d/1IWMSRLd6jcbRZ8xxkp5F9tYPsuZOwhoYjw64-Dgwn0E/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
1m7nWV8TvEBV-Nv2Nl2FUXxe34BBs4s4VKfpp3uwMltY,4:7-12,"<a href=""https://docs.google.com/document/d/1m7nWV8TvEBV-Nv2Nl2FUXxe34BBs4s4VKfpp3uwMltY/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
1Xj2IfWwUGEJciiRaK1pp4iSsYzzZAZrKg0vuO9Asm7Q,1: 15-22,"<a href=""https://docs.google.com/document/d/1Xj2IfWwUGEJciiRaK1pp4iSsYzzZAZrKg0vuO9Asm7Q/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
16FrCekK0W40nllly_-qyIWcikV4lvZtvS9xeZkRu2sw,4:13-22,"<a href=""https://docs.google.com/document/d/16FrCekK0W40nllly_-qyIWcikV4lvZtvS9xeZkRu2sw/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
1pfArqX3lxEwHONhbcIvSlrmDXAliJdzMpOWoQ4eWeKg,Prestudy Ruth Ch2 Reveiw  路得记2章复习,"<a href=""https://docs.google.com/document/d/1pfArqX3lxEwHONhbcIvSlrmDXAliJdzMpOWoQ4eWeKg/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
1528ZIGBhLXydVn4nVzAStTgSYvR_POWiu0S-BRsW5Ek,Prestudy Ruth Ch1 Reveiw  路得记1章复习,"<a href=""https://docs.google.com/document/d/1528ZIGBhLXydVn4nVzAStTgSYvR_POWiu0S-BRsW5Ek/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
1_m6nmuNWRECy_8RUNBkv6sMEG9SSp1AoKBKQv2ooLbA,3:11-18,"<a href=""https://docs.google.com/document/d/1_m6nmuNWRECy_8RUNBkv6sMEG9SSp1AoKBKQv2ooLbA/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
1_BWu7bmp3ifdPAsPP98ERlaaIGsbXowtKVmAhlcQRk4,3:06-13,"<a href=""https://docs.google.com/document/d/1_BWu7bmp3ifdPAsPP98ERlaaIGsbXowtKVmAhlcQRk4/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
